network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius
1.229.120.0/22,1834328,1835841,,0,0,02543,37.5819,127.0541,10
1.229.124.0/23,1835848,1835841,,0,0,02878,37.5985,126.9783,10
1.229.126.0/23,1834328,1835841,,0,0,02543,37.5819,127.0541,10
1.229.128.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,10
1.229.136.0/22,1835848,1835841,,0,0,02878,37.5985,126.9783,10
1.229.140.0/23,1834328,1835841,,0,0,02543,37.5819,127.0541,5
1.229.142.0/23,8349531,1835841,,0,0,01707,37.6531,127.0725,5
1.229.144.0/22,1836339,1835841,,0,0,01016,37.6433,127.0077,1
1.229.148.0/23,1835848,1835841,,0,0,02878,37.5985,126.9783,10
1.229.150.0/24,8349529,1835841,,0,0,05111,37.5391,127.0837,10
1.229.151.0/24,1835848,1835841,,0,0,02878,37.5985,126.9783,10
1.229.152.0/23,1843140,1835841,,0,0,06333,37.4954,127.0621,5
1.229.154.0/23,8349531,1835841,,0,0,01707,37.6531,127.0725,5
1.229.156.0/22,8349531,1835841,,0,0,01707,37.6531,127.0725,20
1.229.160.0/22,1834328,1835841,,0,0,02543,37.5819,127.0541,5
1.229.164.0/22,8349530,1835841,,0,0,02150,37.5984,127.0911,10
1.229.168.0/23,1834328,1835841,,0,0,02543,37.5819,127.0541,1
1.229.170.0/23,8349529,1835841,,0,0,04991,37.5469,127.0841,10
1.229.172.0/22,1834328,1835841,,0,0,02543,37.5819,127.0541,5
1.229.176.0/22,8349531,1835841,,0,0,01707,37.6531,127.0725,10
1.229.180.0/23,8349531,1835841,,0,0,01686,37.6604,127.0672,1
1.229.182.0/23,8349529,1835841,,0,0,04991,37.5469,127.0841,10
1.229.184.0/21,8349532,1835841,,0,0,02792,37.6027,127.0145,20
1.229.192.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.229.200.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.229.208.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,10
1.229.216.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.229.224.0/21,8349531,1835841,,0,0,01707,37.6531,127.0725,10
1.229.232.0/21,8349531,1835841,,0,0,01707,37.6531,127.0725,20
1.229.240.0/21,1833788,1835841,,0,0,11736,37.7311,127.0669,10
1.229.248.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.230.0.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.230.8.0/21,1841986,1835841,,0,0,08226,37.4979,126.8592,5
1.230.16.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.230.24.0/22,1835848,1835841,,0,0,02878,37.5985,126.9783,10
1.230.28.0/22,1841893,1835841,,0,0,08841,37.4663,126.9455,10
1.230.32.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.230.40.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,20
1.230.48.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.230.56.0/21,1834245,1835841,,0,0,06970,37.5006,126.9515,10
1.230.64.0/20,1835841,1835841,,0,0,,37.5112,126.9741,200
1.230.80.0/22,1843128,1835841,,0,0,07618,37.5623,126.8162,20
1.230.84.0/22,1843564,1835841,,0,0,21539,37.4562,126.7288,20
1.230.88.0/21,1838716,1835841,,0,0,14554,37.4988,126.7827,10
1.230.96.0/21,1843140,1835841,,0,0,06333,37.4954,127.0621,1
1.230.104.0/24,1835848,1835841,,0,0,02878,37.5985,126.9783,200
1.230.105.0/24,1835841,1835841,,0,0,,37.5112,126.9741,200
1.230.106.0/23,1842936,1835841,,0,0,10108,37.6175,126.7195,50
1.230.108.0/22,1897007,1835841,,0,0,12968,37.5400,127.2056,1
1.230.112.0/23,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.230.114.0/24,1834245,1835841,,0,0,06970,37.5006,126.9515,1
1.230.115.0/24,1841988,1835841,,0,0,11959,37.5833,127.1333,20
1.230.116.0/22,1841893,1835841,,0,0,08787,37.4788,126.9523,100
1.230.120.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.230.128.0/23,1835841,1835841,,0,0,,37.5112,126.9741,200
1.230.130.0/24,1835841,1835841,,0,0,,37.5112,126.9741,200
1.230.131.0/24,1843128,1835841,,0,0,07618,37.5623,126.8162,1
1.230.132.0/22,1835841,1835841,,0,0,,37.5112,126.9741,200
1.230.136.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,20
1.230.144.0/22,1846898,1835841,,0,0,14032,37.3907,126.9167,20
1.230.148.0/23,1837364,1835841,,0,0,14971,37.3919,126.7846,20
1.230.150.0/23,1835841,1835841,,0,0,,37.5112,126.9741,200
1.230.152.0/22,1835848,1835841,,0,0,02878,37.5985,126.9783,10
1.230.156.0/22,8349533,1835841,,0,0,08070,37.5177,126.8479,10
1.230.160.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.230.168.0/21,1846918,1835841,,0,0,15345,37.3244,126.8237,10
1.230.176.0/20,1835841,1835841,,0,0,,37.5112,126.9741,200
1.230.192.0/22,1846918,1835841,,0,0,15345,37.3244,126.8237,1
1.230.196.0/22,1835841,1835841,,0,0,,37.5112,126.9741,200
1.230.200.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.230.208.0/23,1842936,1835841,,0,0,10108,37.6175,126.7195,20
1.230.210.0/23,1835848,1835841,,0,0,02878,37.5985,126.9783,20
1.230.212.0/22,1842936,1835841,,0,0,10108,37.6175,126.7195,20
1.230.216.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,20
1.230.224.0/21,1841893,1835841,,0,0,08841,37.4663,126.9455,10
1.230.232.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.230.240.0/21,1832537,1835841,,0,0,07247,37.5198,126.9113,5
1.230.248.0/21,1841893,1835841,,0,0,08787,37.4788,126.9523,5
1.231.0.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.231.8.0/21,8349529,1835841,,0,0,04991,37.5469,127.0841,5
1.231.16.0/22,1841277,1835841,,0,0,04082,37.5544,126.9093,10
1.231.20.0/22,8349532,1835841,,0,0,02792,37.6027,127.0145,100
1.231.24.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.231.32.0/21,1833788,1835841,,0,0,11736,37.7311,127.0669,20
1.231.40.0/21,1832311,1835841,,0,0,04353,37.5339,126.9775,10
1.231.48.0/22,8349529,1835841,,0,0,04991,37.5469,127.0841,10
1.231.52.0/22,1841988,1835841,,0,0,11959,37.5833,127.1333,5
1.231.56.0/21,6363696,1835841,,0,0,10133,37.5894,126.7692,50
1.231.64.0/22,1835848,1835841,,0,0,04765,37.5521,127.0399,1
1.231.68.0/22,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.231.72.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.231.80.0/22,8349532,1835841,,0,0,02814,37.6030,127.0115,5
1.231.84.0/22,8349529,1835841,,0,0,04991,37.5469,127.0841,10
1.231.88.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.231.96.0/21,8349529,1835841,,0,0,04991,37.5469,127.0841,10
1.231.104.0/21,8349528,1835841,,0,0,04743,37.5478,127.0246,10
1.231.112.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.231.120.0/21,8349529,1835841,,0,0,05111,37.5391,127.0837,5
1.231.128.0/21,1834328,1835841,,0,0,02543,37.5819,127.0541,5
1.231.136.0/21,1836339,1835841,,0,0,01081,37.6349,127.0202,1
1.231.144.0/21,8349529,1835841,,0,0,04991,37.5469,127.0841,5
1.231.152.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.231.160.0/21,8349530,1835841,,0,0,02150,37.5984,127.0911,5
1.231.168.0/21,8349531,1835841,,0,0,01707,37.6531,127.0725,10
1.231.176.0/21,8349529,1835841,,0,0,04991,37.5469,127.0841,1
1.231.184.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.231.192.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.231.200.0/21,1843128,1835841,,0,0,07618,37.5623,126.8162,5
1.231.208.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.231.216.0/21,8349529,1835841,,0,0,04991,37.5469,127.0841,10
1.231.224.0/22,6808867,1835841,,0,0,31731,36.9168,126.7319,50
1.231.228.0/22,1835848,1835841,,0,0,02878,37.5985,126.9783,10
1.231.232.0/21,8349530,1835841,,0,0,02150,37.5984,127.0911,10
1.231.240.0/22,8349532,1835841,,0,0,02814,37.6030,127.0115,5
1.231.244.0/22,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.231.248.0/22,8349532,1835841,,0,0,02814,37.6030,127.0115,100
1.231.252.0/22,1841810,1835841,,0,0,12761,37.4100,127.2572,20
1.232.0.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.232.8.0/29,1843140,1835841,,0,0,06333,37.4954,127.0621,10
1.232.8.8/29,1835848,1835841,,0,0,02878,37.5985,126.9783,10
1.232.8.16/28,1843140,1835841,,0,0,06333,37.4954,127.0621,10
1.232.8.32/27,1843140,1835841,,0,0,06333,37.4954,127.0621,10
1.232.8.64/26,1843140,1835841,,0,0,06333,37.4954,127.0621,10
1.232.8.128/25,1843140,1835841,,0,0,06333,37.4954,127.0621,10
1.232.9.0/24,1843140,1835841,,0,0,06333,37.4954,127.0621,10
1.232.10.0/23,1843140,1835841,,0,0,06333,37.4954,127.0621,10
1.232.12.0/22,1835841,1835841,,0,0,,37.5112,126.9741,200
1.232.16.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.232.24.0/21,1841277,1835841,,0,0,04082,37.5544,126.9093,5
1.232.32.0/21,1841277,1835841,,0,0,04365,37.5311,126.9471,1
1.232.40.0/24,1835848,1835841,,0,0,02878,37.5985,126.9783,20
1.232.41.0/24,1832426,1835841,,0,0,17049,37.2336,127.2010,20
1.232.42.0/23,1836701,1835841,,0,0,03660,37.5781,126.9351,20
1.232.44.0/22,1832426,1835841,,0,0,17049,37.2336,127.2010,20
1.232.48.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.232.56.0/23,1841277,1835841,,0,0,04365,37.5311,126.9471,5
1.232.58.0/23,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.232.60.0/22,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.232.64.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.232.72.0/21,1836701,1835841,,0,0,03660,37.5781,126.9351,5
1.232.80.0/22,1835841,1835841,,0,0,,37.5112,126.9741,5
1.232.84.0/22,1841277,1835841,,0,0,04082,37.5544,126.9093,5
1.232.88.0/22,1836701,1835841,,0,0,03660,37.5781,126.9351,5
1.232.92.0/23,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.232.94.0/23,8349533,1835841,,0,0,08070,37.5177,126.8479,5
1.232.96.0/20,1835841,1835841,,0,0,,37.5112,126.9741,200
1.232.112.0/21,1841277,1835841,,0,0,04365,37.5311,126.9471,10
1.232.120.0/21,1833594,1835841,,0,0,03352,37.6185,126.9278,5
1.232.128.0/22,1843140,1835841,,0,0,06333,37.4954,127.0621,10
1.232.132.0/23,6363696,1835841,,0,0,10133,37.5894,126.7692,20
1.232.134.0/23,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.232.136.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.232.144.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.232.152.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,20
1.232.160.0/21,1843140,1835841,,0,0,06333,37.4954,127.0621,5
1.232.168.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.232.176.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.232.184.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.232.192.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.232.200.0/22,1845581,1835841,,0,0,03020,37.5946,126.9712,5
1.232.204.0/23,1846898,1835841,,0,0,14032,37.3907,126.9167,5
1.232.206.0/23,1845581,1835841,,0,0,03020,37.5946,126.9712,5
1.232.208.0/21,1836701,1835841,,0,0,03660,37.5781,126.9351,5
1.232.216.0/21,1843140,1835841,,0,0,06333,37.4954,127.0621,20
1.232.224.0/21,1842485,1835841,,0,0,10461,37.6564,126.8350,20
1.232.232.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.232.240.0/21,1846898,1835841,,0,0,14032,37.3907,126.9167,20
1.232.248.0/21,1841277,1835841,,0,0,04365,37.5311,126.9471,100
1.233.0.0/22,1835841,1835841,,0,0,,37.5112,126.9741,200
1.233.4.0/22,1897007,1835841,,0,0,12968,37.5400,127.2056,1
1.233.8.0/21,8349536,1835841,,0,0,05780,37.5021,127.1111,10
1.233.16.0/21,1897007,1835841,,0,0,12968,37.5400,127.2056,5
1.233.24.0/23,1841909,1835841,,0,0,13808,37.4289,126.9892,10
1.233.26.0/23,6573518,1835841,,0,0,05670,37.5082,127.1179,10
1.233.28.0/22,6573518,1835841,,0,0,05670,37.5082,127.1179,10
1.233.32.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.233.40.0/21,1897007,1835841,,0,0,12968,37.5400,127.2056,10
1.233.48.0/21,6363696,1835841,,0,0,10133,37.5894,126.7692,50
1.233.56.0/21,6573518,1835841,,0,0,05670,37.5082,127.1179,5
1.233.64.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.233.72.0/22,6573518,1835841,,0,0,05670,37.5082,127.1179,5
1.233.76.0/23,1897007,1835841,,0,0,12968,37.5400,127.2056,5
1.233.78.0/23,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.233.80.0/21,6573518,1835841,,0,0,05670,37.5082,127.1179,20
1.233.88.0/21,1836279,1835841,,0,0,05292,37.5504,127.1455,1
1.233.96.0/21,8349536,1835841,,0,0,05780,37.5021,127.1111,5
1.233.104.0/21,6573518,1835841,,0,0,05670,37.5082,127.1179,10
1.233.112.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.233.120.0/21,1836279,1835841,,0,0,05292,37.5504,127.1455,5
1.233.128.0/22,6573518,1835841,,0,0,05670,37.5082,127.1179,5
1.233.132.0/23,1897007,1835841,,0,0,12968,37.5400,127.2056,5
1.233.134.0/23,6573518,1835841,,0,0,05670,37.5082,127.1179,5
1.233.136.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.233.144.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.233.152.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,20
1.233.160.0/22,1835848,1835841,,0,0,02878,37.5985,126.9783,10
1.233.164.0/23,1835848,1835841,,0,0,02878,37.5985,126.9783,10
1.233.166.0/23,6573518,1835841,,0,0,05670,37.5082,127.1179,10
1.233.168.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.233.176.0/21,6573518,1835841,,0,0,05670,37.5082,127.1179,50
1.233.184.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.233.192.0/21,1836279,1835841,,0,0,05292,37.5504,127.1455,20
1.233.200.0/22,1834245,1835841,,0,0,06970,37.5006,126.9515,5
1.233.204.0/23,1835841,1835841,,0,0,,37.5112,126.9741,200
1.233.206.0/23,1843564,1835841,,0,0,21539,37.4562,126.7288,20
1.233.208.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.233.216.0/21,1843564,1835841,,0,0,21539,37.4562,126.7288,1000
1.233.224.0/21,1843564,1835841,,0,0,21539,37.4562,126.7288,1000
1.233.232.0/22,1843564,1835841,,0,0,21539,37.4562,126.7288,50
1.233.236.0/23,1843564,1835841,,0,0,21539,37.4562,126.7288,50
1.233.238.0/23,1835553,1835841,,0,0,16258,37.2859,127.0099,50
1.233.240.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.233.248.0/21,1843564,1835841,,0,0,21539,37.4562,126.7288,100
1.234.0.0/19,1835841,1835841,,0,0,,37.5112,126.9741,200
1.234.32.0/20,1835841,1835841,,0,0,,37.5112,126.9741,200
1.234.48.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.234.56.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,100
1.234.64.0/19,1835841,1835841,,0,0,,37.5112,126.9741,200
1.234.96.0/22,1835848,1835841,,0,0,02878,37.5985,126.9783,10
1.234.100.0/22,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.234.104.0/22,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.234.108.0/22,1843140,1835841,,0,0,06333,37.4954,127.0621,5
1.234.112.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.234.120.0/21,8349535,1835841,,0,0,06596,37.4945,127.0109,1
1.234.128.0/21,1897000,1835841,,0,0,13332,37.4388,127.1396,5
1.234.136.0/21,1843140,1835841,,0,0,06333,37.4954,127.0621,1
1.234.144.0/22,1835848,1835841,,0,0,02878,37.5985,126.9783,10
1.234.148.0/22,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.234.152.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.234.160.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,10
1.234.168.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.234.176.0/21,1843140,1835841,,0,0,06333,37.4954,127.0621,1
1.234.184.0/23,1843140,1835841,,0,0,06333,37.4954,127.0621,1
1.234.186.0/23,1897000,1835841,,0,0,13332,37.4388,127.1396,1
1.234.188.0/22,1843140,1835841,,0,0,06333,37.4954,127.0621,1
1.234.192.0/20,1843140,1835841,,0,0,06333,37.4954,127.0621,1
1.234.208.0/21,1843140,1835841,,0,0,06333,37.4954,127.0621,1
1.234.216.0/23,6573518,1835841,,0,0,05670,37.5082,127.1179,10
1.234.218.0/23,1843140,1835841,,0,0,06333,37.4954,127.0621,1
1.234.220.0/22,1836279,1835841,,0,0,05292,37.5504,127.1455,10
1.234.224.0/21,8349535,1835841,,0,0,06596,37.4945,127.0109,1
1.234.232.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.234.240.0/21,8349535,1835841,,0,0,06751,37.4739,127.0290,1
1.234.248.0/21,1835841,1835841,,0,0,,37.5112,126.9741,1
1.235.0.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,10
1.235.8.0/22,1842030,1835841,,0,0,15870,37.3424,126.9222,20
1.235.12.0/23,1835848,1835841,,0,0,02878,37.5985,126.9783,20
1.235.14.0/23,1842030,1835841,,0,0,15870,37.3424,126.9222,20
1.235.16.0/22,1842030,1835841,,0,0,15870,37.3424,126.9222,5
1.235.20.0/22,1846898,1835841,,0,0,14032,37.3907,126.9167,5
1.235.24.0/21,1837364,1835841,,0,0,14971,37.3919,126.7846,200
1.235.32.0/23,1846898,1835841,,0,0,14032,37.3907,126.9167,20
1.235.34.0/23,1835848,1835841,,0,0,02878,37.5985,126.9783,20
1.235.36.0/22,1846898,1835841,,0,0,14032,37.3907,126.9167,20
1.235.40.0/21,1843140,1835841,,0,0,06333,37.4954,127.0621,1
1.235.48.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.235.56.0/23,1832426,1835841,,0,0,17049,37.2336,127.2010,10
1.235.58.0/23,6573901,1835841,,0,0,16065,37.3631,126.9912,10
1.235.60.0/22,8349536,1835841,,0,0,05780,37.5021,127.1111,1
1.235.64.0/21,1835553,1835841,,0,0,16258,37.2859,127.0099,1
1.235.72.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.235.80.0/21,1843140,1835841,,0,0,06333,37.4954,127.0621,20
1.235.88.0/21,1843140,1835841,,0,0,06333,37.4954,127.0621,5
1.235.96.0/22,1835841,1835841,,0,0,,37.5112,126.9741,200
1.235.100.0/23,1835841,1835841,,0,0,,37.5112,126.9741,200
1.235.102.0/23,1835848,1835841,,0,0,02878,37.5985,126.9783,10
1.235.104.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.235.112.0/21,1843140,1835841,,0,0,06333,37.4954,127.0621,5
1.235.120.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.235.128.0/22,6573518,1835841,,0,0,05670,37.5082,127.1179,20
1.235.132.0/22,1835848,1835841,,0,0,02878,37.5985,126.9783,20
1.235.136.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.235.144.0/23,1897007,1835841,,0,0,12968,37.5400,127.2056,20
1.235.146.0/23,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.235.148.0/22,1843140,1835841,,0,0,06333,37.4954,127.0621,5
1.235.152.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.235.160.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,20
1.235.168.0/21,1843140,1835841,,0,0,06333,37.4954,127.0621,10
1.235.176.0/22,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.235.180.0/23,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.235.182.0/23,1835848,1835841,,0,0,02878,37.5985,126.9783,10
1.235.184.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,200
1.235.192.0/22,1835841,1835841,,0,0,,37.5112,126.9741,200
1.235.196.0/23,1843140,1835841,,0,0,06333,37.4954,127.0621,5
1.235.198.0/23,1841988,1835841,,0,0,11959,37.5833,127.1333,10
1.235.200.0/22,1842485,1835841,,0,0,10461,37.6564,126.8350,20
1.235.204.0/23,1835848,1835841,,0,0,02878,37.5985,126.9783,20
1.235.206.0/23,1832426,1835841,,0,0,17049,37.2336,127.2010,20
1.235.208.0/21,1843140,1835841,,0,0,06333,37.4954,127.0621,1
1.235.216.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,20
1.235.224.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.235.232.0/21,1843140,1835841,,0,0,06333,37.4954,127.0621,1
1.235.240.0/21,1843140,1835841,,0,0,06333,37.4954,127.0621,5
1.235.248.0/23,1835848,1835841,,0,0,02878,37.5985,126.9783,20
1.235.250.0/23,1832426,1835841,,0,0,17049,37.2336,127.2010,20
1.235.252.0/22,1832426,1835841,,0,0,17049,37.2336,127.2010,20
1.236.0.0/22,1835841,1835841,,0,0,,37.5112,126.9741,200
1.236.4.0/23,1835841,1835841,,0,0,,37.5112,126.9741,200
1.236.6.0/23,1841277,1835841,,0,0,04365,37.5311,126.9471,1
1.236.8.0/21,1842485,1835841,,0,0,10461,37.6564,126.8350,5
1.236.16.0/22,1835848,1835841,,0,0,02878,37.5985,126.9783,20
1.236.20.0/22,1842485,1835841,,0,0,10461,37.6564,126.8350,20
1.236.24.0/21,1842485,1835841,,0,0,10461,37.6564,126.8350,200
1.236.32.0/21,1842485,1835841,,0,0,10461,37.6564,126.8350,10
1.236.40.0/21,1840898,1835841,,0,0,10928,37.7602,126.7698,5
1.236.48.0/21,1840898,1835841,,0,0,10928,37.7602,126.7698,5
1.236.56.0/21,1842485,1835841,,0,0,10461,37.6564,126.8350,20
1.236.64.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.236.72.0/22,1842485,1835841,,0,0,10461,37.6564,126.8350,10
1.236.76.0/22,1835848,1835841,,0,0,02878,37.5985,126.9783,20
1.236.80.0/22,1842485,1835841,,0,0,10461,37.6564,126.8350,20
1.236.84.0/23,1840898,1835841,,0,0,10928,37.7602,126.7698,20
1.236.86.0/23,1842485,1835841,,0,0,10461,37.6564,126.8350,20
1.236.88.0/22,1842485,1835841,,0,0,10461,37.6564,126.8350,20
1.236.92.0/22,1832536,1835841,,0,0,07286,37.5153,126.8872,20
1.236.96.0/21,1842485,1835841,,0,0,10461,37.6564,126.8350,20
1.236.104.0/21,1842485,1835841,,0,0,10461,37.6564,126.8350,5
1.236.112.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.236.120.0/21,1842485,1835841,,0,0,10461,37.6564,126.8350,5
1.236.128.0/20,1842485,1835841,,0,0,10461,37.6564,126.8350,5
1.236.144.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.236.152.0/21,1841277,1835841,,0,0,04365,37.5311,126.9471,10
1.236.160.0/20,1842485,1835841,,0,0,10461,37.6564,126.8350,10
1.236.176.0/21,1840898,1835841,,0,0,10928,37.7602,126.7698,10
1.236.184.0/22,1842485,1835841,,0,0,10461,37.6564,126.8350,1
1.236.188.0/22,1842485,1835841,,0,0,10461,37.6564,126.8350,20
1.236.192.0/22,1842485,1835841,,0,0,10461,37.6564,126.8350,5
1.236.196.0/23,1840898,1835841,,0,0,10928,37.7602,126.7698,20
1.236.198.0/23,1842485,1835841,,0,0,10461,37.6564,126.8350,10
1.236.200.0/22,1897000,1835841,,0,0,13332,37.4388,127.1396,50
1.236.204.0/22,1842485,1835841,,0,0,10461,37.6564,126.8350,50
1.236.208.0/21,1842485,1835841,,0,0,10461,37.6564,126.8350,10
1.236.216.0/22,1835841,1835841,,0,0,,37.5112,126.9741,200
1.236.220.0/23,1840898,1835841,,0,0,10928,37.7602,126.7698,5
1.236.222.0/24,1835841,1835841,,0,0,,37.5112,126.9741,200
1.236.223.0/24,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.236.224.0/21,1842485,1835841,,0,0,10461,37.6564,126.8350,5
1.236.232.0/21,1842485,1835841,,0,0,10461,37.6564,126.8350,1
1.236.240.0/21,1842485,1835841,,0,0,10461,37.6564,126.8350,5
1.236.248.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,1
1.237.0.0/22,1835841,1835841,,0,0,,37.5112,126.9741,200
1.237.4.0/23,1835841,1835841,,0,0,,37.5112,126.9741,200
1.237.6.0/23,1897000,1835841,,0,0,13332,37.4388,127.1396,1
1.237.8.0/22,1897000,1835841,,0,0,13489,37.4094,127.1107,1
1.237.12.0/22,1835841,1835841,,0,0,,37.5112,126.9741,200
1.237.16.0/22,1835841,1835841,,0,0,,37.5112,126.9741,200
1.237.20.0/23,1832426,1835841,,0,0,17049,37.2336,127.2010,20
1.237.22.0/23,1835841,1835841,,0,0,,37.5112,126.9741,200
1.237.24.0/22,1835841,1835841,,0,0,,37.5112,126.9741,200
1.237.28.0/23,1897000,1835841,,0,0,13332,37.4388,127.1396,5
1.237.30.0/23,1835841,1835841,,0,0,,37.5112,126.9741,200
1.237.32.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.237.40.0/22,1835841,1835841,,0,0,,37.5112,126.9741,200
1.237.44.0/22,1897000,1835841,,0,0,13332,37.4388,127.1396,20
1.237.48.0/21,1897000,1835841,,0,0,13332,37.4388,127.1396,20
1.237.56.0/22,1897000,1835841,,0,0,13332,37.4388,127.1396,5
1.237.60.0/22,1835553,1835841,,0,0,16258,37.2859,127.0099,5
1.237.64.0/22,1838524,1835841,,0,0,48943,35.1003,129.0442,5
1.237.68.0/22,1843702,1835841,,0,0,17374,37.2792,127.4425,20
1.237.72.0/21,1897000,1835841,,0,0,13332,37.4388,127.1396,20
1.237.80.0/21,1897000,1835841,,0,0,13332,37.4388,127.1396,5
1.237.88.0/21,1897000,1835841,,0,0,13332,37.4388,127.1396,20
1.237.96.0/21,1897000,1835841,,0,0,13332,37.4388,127.1396,20
1.237.104.0/22,1897000,1835841,,0,0,13332,37.4388,127.1396,10
1.237.108.0/23,1897000,1835841,,0,0,13332,37.4388,127.1396,1
1.237.110.0/23,1843702,1835841,,0,0,17374,37.2792,127.4425,50
1.237.112.0/21,1897000,1835841,,0,0,13332,37.4388,127.1396,50
1.237.120.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.237.128.0/22,1835553,1835841,,0,0,16258,37.2859,127.0099,20
1.237.132.0/22,1835841,1835841,,0,0,,37.5112,126.9741,200
